업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜우리렌트카,영업소,경기도 양주시 부흥로 1880,경기도 양주시 광사동 344-6,37.7910120276,127.0736594700,"경기도 양주시 부흥로 1880, 어하고개로 88-14","경기도 양주시 광사동 344-6, 삼숭동 37-1",,27,25,2,0,0,,,,,,,,09:00,18:00,,,,,,,손영호,031-846-5700,2022-11-01,5590000,경기도 양주시
㈜라이온렌트카,영업소,경기도 양주시 독바위로 13(덕정동),경기도 양주시 덕정동 219-7,37.8400339330,127.0629581533,경기도 양주시 독바위로 13,경기도 양주시 덕정동 219-7,,2,2,0,0,0,,,,,,,,09:00,20:00,,,,,,,홍순영,02-375-9990,2022-11-01,5590000,경기도 양주시
대한렌트카(주),주사업장,"경기도 양주시 광적면 부흥로 877, 205호",경기도 양주시 광적면 가납리 431-1,37.8142277177,126.9894503989,"경기도 양주시 광적면 부흥로 877, 205호",,,268,223,36,9,0,,,,,,,,09:00,18:00,,,,,,,강주만,033-256-3006,2022-11-01,5590000,경기도 양주시
코바렌트카(주),주사업장,"경기도 양주시 광적면 부흥로 877, 205호",경기도 양주시 광적면 가납리 431-1,37.8142277177,126.9894503989,"경기도 양주시 광적면 부흥로 877, 205호",,,45,21,0,24,0,,,,,,,,09:00,18:00,,,,,,,홍성희,033-643-1022,2022-11-01,5590000,경기도 양주시
가자렌트카(주),주사업장,"경기도 양주시 광적면 부흥로 877, 205호",경기도 양주시 광적면 가납리 431-1,37.8142277177,126.9894503989,"경기도 양주시 광적면 부흥로 877, 205호",,,64,58,6,0,0,,,,,,,,09:00,18:00,,,,,,,최준영,033-766-2881,2022-11-01,5590000,경기도 양주시
(주)현대관광렌트카,주사업장,"경기도 양주시 광적면 부흥로 877, 205호",경기도 양주시 광적면 가납리 431-1,37.8142277177,126.9894503989,"경기도 양주시 광적면 부흥로 877, 205호",,,266,232,34,0,0,,,,,,,,09:00,18:00,,,,,,,최은주,033-635-0089,2022-11-01,5590000,경기도 양주시
(주)쏘카,영업소,경기도 양주시 고읍남로 6-9,,37.7957572145,127.0797404439,경기도 양주시 고읍남로 6-9,,,8,8,0,0,0,,,,,,,,09:00,18:00,,,,,,,박재욱,02-1661-3315,2022-11-01,5590000,경기도 양주시
그린카㈜,영업소,경기도 양주시 광적면 부흥로 847,,37.8168362291,126.9881679221,경기도 양주시 광적면 부흥로 847,,,14,14,0,0,0,,,,,,,,09:00,18:00,,,,,,,김상원,080-2000-3000,2022-11-01,5590000,경기도 양주시
(주)프란렌트카,영업소,,경기도 양주시 백석읍 방성리 550-1,37.7903685910,127.0117629793,경기도 양주시 백석읍 부흥로 1204번길 70-77,,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,이정미,1599-3851,2022-11-01,5590000,경기도 양주시
㈜위굴리,영업소,경기도 양주시 고읍북로 15,,37.7981606724,127.0824087807,경기도 양주시 고읍북로15,,,17,17,0,0,0,,,,,,,,09:00,18:00,,,,,,,최석용,031-844-0773,2022-11-01,5590000,경기도 양주시
롯데렌터카,영업소,경기도 양주시 평화로 2027,경기도 양주시 봉양동 802-7,37.8688509019,127.0601461634,경기도 양주시 평화로 2027,,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,김현수,031-866-6566,2022-11-01,5590000,경기도 양주시
한진렌트카㈜,영업소,,경기도 양주시 덕계동 209-5,37.8187729615,127.0566534195,경기도 양주시 덕계로 126(덕계동),,,64,62,2,0,0,,,,,,,,09:00,18:00,,,,,,,이주형,031-871-8207,2022-11-01,5590000,경기도 양주시
마스타자동차관리,영업소,경기도 양주시 백석읍 부흥로 1204번길 35,,37.7909139328,127.0095987512,경기도 양주시 백석읍 부흥로 1204번길 35,,,5,5,0,0,0,,,,,,,,09:00,18:00,,,,,,,장기봉,02-590-7043,2022-11-01,5590000,경기도 양주시
에스케이렌트카,영업소,,경기도 양주시 삼숭동 553.7,37.8073785,127.093465,경기도 양주시 부흥로 2153번길,,,55,55,0,0,0,,,,,,,,09:00,18:00,,,,,,,황일문,02-6474-5553,2022-11-01,5590000,경기도 양주시
(유)천일렌트카,주사업장,전라북도 완주군 삼례읍 하리로 144,전라북도 완주군 삼례읍 하리 981-6,35.901577,127.091112,전라북도 완주군 삼례읍 하리로 144,전라북도 완주군 삼례읍 하리 981-6,390,93,84,9,0,0,,,,,,,,00:00,23:59,,,,,,,정종후,063-277-1185,2022-10-19,4720000,전라북도 완주군
굿렌트카,주사업장,서울특별시 강남구 개포로 623,,37.4943412,127.0796478,서울특별시 강남구 개포로 623,,,67,0,0,0,0,,,,,,,,09:00,00:00,,,,,,,김종수,02-3414-7007,2021-10-16,1613000,국토교통부
노블렌트카,주사업장,전라남도 신안군 압해읍 수련태도길 128-30,,34.83411665,126.3653449,전라남도 신안군 압해읍 수련태도길 128-30,"전라남도 신안군 압해읍 신장리 44-43, 44-44, 44-45, 44-68(제5주차장)",,147,141,7,0,0,,,,,,,,09:00,18:00,10:00,18:00,10:00,18:00,,,노명현,061-277-7799,2022-10-21,5010000,전라남도 신안군
킹덩렌트카,주사업장,전라남도 신안군 압해읍 수련태도길 128-30,,34.83411665,126.3653449,전라남도 신안군 압해읍 수련태도길 128-30,"전라남도 신안군 압해읍 신장리 44-43, 44-44, 44-45, 44-68(제3주차장)",,94,92,2,0,0,,,,,,,,09:00,18:00,10:00,18:00,10:00,18:00,,,김다슬,061-284-4870,2022-10-21,5010000,전라남도 신안군
SK렌터카,영업소,전라남도 신안군 압해읍 수련태도길 128-30,,34.83411665,126.3653449,전라남도 신안군 압해읍 복룡로 118-20,전라남도 신안군 압해읍 신용리 106-1 외,,98232,97027,2205,123,0,108900,119900,181500,337700,297000,,561000,09:00,18:00,10:00,18:00,10:00,18:00,,,현몽주,070-7119-1406,2022-10-21,5010000,전라남도 신안군
신형렌트카,영업소,충청북도 단양군 단양읍 별곡7길 4,충청북도 단양군 단양읍 별곡리 570-1,36.98510442,128.370145,충청북도 단양군 단양읍 별곡7길 4,충청북도 단양군 단양읍 별곡리 569-1,,8,6,2,0,0,,,,,,,,07:00,22:00,07:00,22:00,07:00,22:00,,,정우영,043-421-1555,2022-10-30,4480000,충청북도 단양군
차놀자렌트카,영업소,충청북도 단양군 단양읍 도전4길 13,충청북도 단양군 단양읍 도전리 437,36.98103888,128.3691628,충북 단양군 가곡면 고수재로 432-4,충청북도 단양군 가곡면 사평리 638-16,,4,3,1,0,0,,,,,,,,07:00,23:59,07:00,23:59,07:00,23:59,,,박은경,043-421-5678,2022-10-30,4480000,충청북도 단양군
쏘카,영업소,충청북도 충주시 성서1길 50,,36.971584,127.930909,,충청북도 충주시 성서동 163,,18,18,0,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,042-487-3315,2022-10-31,4390000,충청북도 충주시
에이제이렌터카,영업소,충청북도 충주시 봉계1길 32(봉방동),,36.979494,127.914379,,충청북도 충주시 봉방동 91-2,,67,57,10,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-911-3750,2022-10-31,4390000,충청북도 충주시
보람렌트카,주사업장,충청북도 충주시 팽고리산길 78(금릉동),,36.993953,127.923354,,"충청북도 충주시 금릉동 125-28,36,51",,63,59,4,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-856-0717,2022-10-31,4390000,충청북도 충주시
솔렌트카,영업소,충청북도 충주시 계명대로 5(칠금동),,36.983155,127.915426,,충청북도 충주시 칠금동 829,,62,60,2,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-855-0088,2022-10-31,4390000,충청북도 충주시
신형렌트카,영업소,충청북도 충주시 충주호수로 59(목행동),,37.018060,127.923532,,충청북도 충주시 목행동 269-47,,12,10,0,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-853-3377,2022-10-31,4390000,충청북도 충주시
애니렌트카,주사업장,충청북도 충주시 상방7길 19(봉방동),,36.975481,127.912664,,충청북도 충주시 봉방동 344-8,,133,123,10,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-853-0853,2022-10-31,4390000,충청북도 충주시
롯데렌탈,영업소,충청북도 충주시 애향로 7-1(봉방동),,36.975595,127.911475,,충청북도 충주시 목수1길 13-10,,382,365,17,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-843-8002,2022-10-31,4390000,충청북도 충주시
엠케이렌트카,영업소,충청북도 충주시 칠금중앙4길 21(칠금동),,36.981634,127.920167,,충청북도 충주시 금릉동 25,,7,7,0,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-846-8460,2022-10-31,4390000,충청북도 충주시
성공렌트카,영업소,충청북도 충주시 애향로 30(봉방동),,36.974076,127.912989,,충청북도 충주시 봉방동 171-6,,16,12,5,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-846-2021,2022-10-31,4390000,충청북도 충주시
굿모닝렌트카,영업소,충청북도 충주시 탄금대로 153(봉방동),,36.980470,127.913492,,충청북도 충주시 성서동 163,,30,27,3,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-845-7456,2022-10-31,4390000,충청북도 충주시
아이비렌트카,영업소,충청북도 충주시 삼원로 45(봉방동),,36.972346,127.917597,,충청북도 충주시 봉방동 236-3,,7,5,2,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-843-8880,2022-10-31,4390000,충청북도 충주시
베스트렌트카,영업소,충청북도 충주시 상방8길 11,,36.976367,127.911830,,충청북도 충주시 봉방동 165-6,,14,12,2,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-843-8880,2022-10-31,4390000,충청북도 충주시
엠제이렌트카,영업소,충청북도 충주시 중원대로 3479(문화동),,36.970462,127.917433,,충청북도 충주시 문화동 125,,14,12,2,0,0,,,,,,,,09:00,21:00,09:00,21:00,,,,,,043-842-7272,2022-10-31,4390000,충청북도 충주시
㈜원렌트카 주사무소,주사업장,강원도 동해시 동해역길 72,강원도 동해시 송정동 848-136,37.498322,129.1244676,,강원도 동해시 송정동 848-263,,92,82,10,0,0,,,,,,,,07:00,22:00,07:00,22:00,07:00,22:00,,https://onelentcar.modoo.at,박기영,033-521-3340,2022-10-06,4210000,강원도 동해시
㈜현대관광렌트카 동해영업소,영업소,강원도 동해시 청운1길 57,강원도 동해시 나안동 177-7,37.48627958,129.1098016,,강원도 동해시 단봉동 480,,15,14,1,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,최은주,033-521-0014,2022-10-06,4210000,강원도 동해시
㈜현대관광렌트카 동해터미널영업소,영업소,강원도 동해시 동해대로 5443,강원도 동해시 평릉동 166-4,37.52769152,129.1040465,,강원도 동해시 이도동533-7,,4,0,4,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,,,최은주,033-532-0210,2022-10-06,4210000,강원도 동해시
㈜현대관광렌트카 동해KTX영업소,영업소,강원도 동해시 한섬로 109,강원도 동해시 천곡동 858,37.52131003,129.1157628,,강원도 동해시 천곡동858-1,,26,20,6,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,,http://www.dyrentcar.kr/main/index.html,최은주,033-533-3350,2022-10-06,4210000,강원도 동해시
㈜동양렌트카 천곡영업소,영업소,강원도 동해시 중앙로 144,강원도 동해시 천곡동 995-1,37.5142012,129.1195254,강원도 동해시 대동로 261-8,강원도 동해시 송정동 1052-1,,20,18,2,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,http://www.dyrentacar.co.kr,구순희,033-531-5900,2022-10-06,4210000,강원도 동해시
㈜스마트렌트카,영업소,강원도 동해시 중앙로 174-1,강원도 동해시 천곡동 964-5,37.5167864,129.1177089,,강원도 동해시 송정동 858,,11,9,2,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,조남순,033-535-5858,2022-10-06,4210000,강원도 동해시
㈜원렌트카 동해영업소,영업소,강원도 동해시 동해대로 5012,강원도 동해시 효가동 118-6,37.49325795,129.1114812,강원도 동해시 용정로 96,강원도 동해시 송정동 987,,28,28,0,0,0,,,,,,,,09:00,22:00,09:00,23:59,09:00,22:00,,,박기영,033-931-9119,2022-10-06,4210000,강원도 동해시
(합자)건아통운렌트카,영업소,경기도 연천군 전곡읍 한여울로 146,경기도 연천군 전곡읍 전곡리 85-29,38.0134848483,127.0700766753,경기도 연천군 전곡읍 한여울로 146,경기도 연천군 전곡읍 전곡리 85-29,200,6,6,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,00:00,00:00,,,박영남,031-832-7725,2022-11-08,4140000,경기도 연천군
㈜금마렌터카,영업소,경기도 연천군 전곡읍 평화로 497,경기도 연천군 전곡읍 전곡리 217-5,38.0148517000,127.0693759307,,경기도 연천군 전곡읍 전곡리 233-16,189,10,9,1,0,0,,,,,,,,09:00,18:00,09:00,18:00,00:00,00:00,,,양종문,031-833-9990,2022-11-08,4140000,경기도 연천군
기풍렌트카,영업소,충청남도 서산시 율지6로42,충청남도 서산시 동문동 225-1,36.779081,126.462998,충청남도 서산시 충의로 47,충청남도 서산시 예천동 555-1,2,2,1,1,0,0,,,,,,,,09:00,18:00,,,,,,,소옥자,041-853-1527,2022-11-22,4500000,충청남도 공주시
(주)에이블러스,주사업장,"서울특별시 금천구 시흥대로 193, 8층 806호 (시흥동, 아람아이씨티타워)","서울특별시 금천구 시흥동 991-1,991-2,991-3, 8층 806호 (시흥동, 아람아이씨티타워)",37.45099327,126.9012779,서울특별시 영등포구 국제금융로2길 37,서울특별시 영등포구 여듸도동 26 S-TRENJE,910,70,65,5,0,0,,,,,,,,09:00,18:00,,,,,,,임대규,02-1661-4447,2022-10-20,3170000,서울특별시 금천구
지에스렌탈㈜,주사업장,"서울특별시 금천구 두산로70, A동 1512호 (독산동, 현대지식산업센터)","서울특별시 금천구 독산동 291-1, A동 1512호 (독산동, 현대지식산업센터)",37.46896278,126.8956207,경기도 광명시 서독로 392,경기도 광명시 일직동 380-10 광명역D환승주차장,715,62,60,2,0,0,,,,,,,,09:00,18:00,,,,,,,박용석,02-2169-2687,2022-10-20,3170000,서울특별시 금천구
(주)퍼스트 더원,주사업장,"서울특별시 금천구 시흥대로 193. 아람아이씨티타워, 제1102호 (시흥동)","서울특별시 금천구 시흥동 991-1,991-2,991-3, 제1102호(시흥동, 아람아이씨티타워)",37.45099327,126.9012779,"서울특별시 양천구 신정로 167(신정동, 서부트럭터미널)","서울특별시 양천구 신정동 1315(신정동, 서부트럭터미널)",1300,295,291,4,0,0,,,,,,,,09:00,18:00,,,,,,,김정근,02-1661-4447,2022-10-20,3170000,서울특별시 금천구
(주)퍼스트 더원,주사업장,"서울특별시 금천구 시흥대로 193. 아람아이씨티타워, 제1102호 (시흥동)","서울특별시 금천구 시흥동 991-1,991-2,991-3, 제1102호(시흥동, 아람아이씨티타워)",37.45099327,126.9012779,"서울특별시 양천구 신정로 167(신정동, 서부트럭터미널)","서울특별시 양천구 신정동 1315(신정동, 서부트럭터미널)",780,51,49,2,0,0,,,,,,,,09:00,18:00,,,,,,,김정근,02-1661-4447,2022-10-20,3170000,서울특별시 금천구
(주)퍼스트 더원 인천영업소,영업소,"인천광역시 서구 완정로165번길 8(왕길동, 트리플타워B동) 2층",인천광역시 서구 왕길동 660-4외 1필지 트리플타워B동 2층,37.6013462,126.6574636,"인천광역시 서구 완정로165번길 8, 4층",인천광역시 서구 왕길동 660-4 트리풀타워 B동 4층,247,19,19,0,0,0,,,,,,,,09:00,18:00,,,,,,,김정근,02-1661-4447,2022-10-20,3170000,서울특별시 금천구
㈜인스렌터카,영업소,경상북도 예천군 예천읍 대심1길 12,경상북도 예천군 예천읍 대심리 75,36.648729,128.442407,경상북도 예천군 지보면 지보길 62,경상북도 예천군 지보면 지보리 488-2,,1,0,1,0,0,,,,,,,,09:00,18:00,09:00,18:00,,,,,남기성,054-654-2114,2022-11-03,5230000,경상북도 예천군
㈜인스렌터카,영업소,경상북도 예천군 예천읍 양궁로 226,경상북도 예천군 예천읍 청복리 222-3,36.637231,128.472229,경상북도 예천군 예천읍 석정길 291,경상북도 예천군 예천읍 석정리 63,,26,23,3,0,0,,,,,,,,09:00,18:00,09:00,18:00,,,,,김도한,054-655-8415,2022-11-03,5230000,경상북도 예천군
㈜삼성렌트카,영업소,경상북도 예천군 예천읍 대심3길 7,경상북도 예천군 예천읍 대심리 68-6,36.649207,128.444047,경상북도 예천군 예천읍 보문로 207,경상북도 예천군 예천읍 통명리 24-10,,12,12,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,,,,,권태국,054-654-9955,2022-11-03,5230000,경상북도 예천군
㈜대구렌트카,영업소,경상북도 예천군 예천읍 양궁로 50,경상북도 예천군 예천읍 청복리 864,36.648021,128.460793,경상북도 예천군 예천읍 양궁로 50,경상북도 예천군 예천읍 청복리 864,,8,5,3,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,김순희,054-655-4242,2022-11-03,5230000,경상북도 예천군
㈜경일알씨,영업소,경상북도 예천군 예천읍 효자로 33,경상북도 예천군 예천읍 서본리 64-6,36.654505,128.448115,경상북도 예천군 지보면 지보로 107,경상북도 예천군 지보면 소화리 449-1,,6,3,3,0,0,,,,,,,,09:00,18:00,09:00,18:00,,,,,심재용,054-655-4500,2022-11-03,5230000,경상북도 예천군
㈜글로벌금오렌트카,영업소,경상북도 예천군 예천읍 보문로 185-1,경상북도 예천군 예천읍 통명리 85-18,36.660491,128.483595,경상북도 예천군 예천읍 보문로 185-1,경상북도 예천군 예천읍 통명리 85-19,,3,3,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,,,,,김해일,054-655-4474,2022-11-03,5230000,경상북도 예천군
㈜골드타워,주사업장,"경기도 고양시 일산서구 킨텍스로 255, 사무동 312호(대화동, 일산디엠시티스카이뷰)",경기도 고양시 일산서구 대화동 2307-12,37.6691611549,126.7495519742,경기도 고양시 일산동구 중산동 1812,"경기도 일산동구 하늘마을1로 8, 성원프라자 4층",,422,402,20,0,0,,,,,,,,09:00,20:00,,,,,,,김진섭,1688-7742,2022-10-28,5540000,경기도 광주시
포시즌렌트카,영업소,"서울특별시 서대문구 경기대로9길 67, 101호",서울특별시 서대문구 충정로3가 3-90,37.56423362,126.9603756,서울특별시 마포구 마포동180-1 마포주차장,서울특별시 마포구 마포동180-1,,374,351,23,0,0,0,0,0,0,0,0,0,08:00,19:00,08:00,17:00,00:00,00:00,근무안함(전화업무만),http://www.4seasonrentcar.com/,이봉학,02-313-0603,2022-10-30,3120000,서울특별시 서대문구
뉴경성렌트카,영업소,"서울특별시 서대문구 독립문로 10, 103호(영천동 외4필지 독립문삼호아파트상가)","서울특별시 서대문구 영천동 100, 독립문삼호아파트상가 103",37.56936134,126.958195,서울특별시 송파구 백재고분로 481(방이동주차장),서울특별시 송파구 방이동 52-1(방이동주차장),,246,158,88,0,0,0,0,0,0,0,0,0,09:00,18:00,00:00,00:00,00:00,00:00,토요일일요일공휴일,없음,양재근,02-365-3311,2022-10-30,3120000,서울특별시 서대문구
농협네트웍스,영업소,"서울특별시 서대문구 통일로 81, 서관 10층(미근동,NH농협생명빌딩)",서울특별시 서대문구 미근동 267,37.56236203,126.9686005457,서울특별시 양재대로12길 18,서울특별시 서초구 양재동 222,,4342,4174,168,0,0,0,0,0,0,0,0,0,09:00,18:00,00:00,00:00,00:00,00:00,토요일일요일공휴일,없음,권남회,2140-5039,2022-10-30,3120000,서울특별시 서대문구
㈜제이앤제이렌트카,영업소,서울특별시 서대문구 신촌로 143-3,서울특별시 서대문구 대현동 104-47,37.55683772,126.9417327,,"서울특별시 서대문구 대현동 104-40, 46~62",944,116,109,7,0,0,0,0,0,0,0,0,0,09:00,20:00,09:30,20:00,09:30,20:00,명절 당일,www.rentcarplus.co.kr,최재현,02-1588-2204,2022-10-30,3120000,서울특별시 서대문구
어디가렌트카,영업소,서울특별시 서대문구 신촌역로7,서울특별시 서대문구 대현동 104-5,37.557369,126.942516,,서울특별시 서대문구 대현동 104-25,284,63,60,3,0,0,0,0,0,0,0,0,0,08:00,20:00,08:00,22:00,08:00,22:00,명절/추석,http://www.odigarentcar.com,김영만,02-1588-7905,2022-10-30,3120000,서울특별시 서대문구
3G렌트카,영업소,충청북도 단양군 단양읍 별곡7길 12,충청북도 단양군 단양읍 별곡리 555,36.98575012,128.3702068,충청북도 단양군 단양읍 별곡7길 12 성원아파트,,,9,8,1,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,이연표,043-421-8255,2022-10-30,4480000,충청북도 단양군
성공렌트카,영업소,충청북도 단양군 단양읍 단양로 957,충청북도 단양군 단양읍 상진리 211-7,36.97745528,128.3448483,충청북도 단양군 단양읍 단양로 957,,,10,8,2,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,최재훈,043-421-0243,2022-10-30,4480000,충청북도 단양군
㈜뉴현대드림렌트카 남양주영업소,영업소,경기도 남양주시 덕소로 51 현대부품대리점,경기도 남양주시 와부읍 덕소리 590-6,37.58773372,127.2093148,경기도 남양주시 와부읍 덕소로 92-4,경기도 남양주시 와부읍 덕소리 469-1,140,14,13,1,0,0,,,,,,,,09:00,18:00,,,,,,,임종천,070-4680-4700,2022-10-20,3170000,서울특별시 금천구
㈜한울렌터카,주사업장,"서울특별시 금천구 시흥대로 399, 510호(독산동, 시티렉스)","서울특별시 금천구 독산동 291-5, 510호(독산동, 시티렉스)",37.46935918,126.8970019,서울특별시 금천구 문성로1길 20(독산동) 주차장,서울특별시 금천구 독산동 885-26 주차장,400,54,54,0,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2022-10-20,3170000,서울특별시 금천구
㈜한울렌터카,주사업장,"서울특별시 금천구 시흥대로 399, 510호(독산동, 시티렉스)","서울특별시 금천구 독산동 291-5, 510호(독산동, 시티렉스)",37.46935918,126.8970019,경기도 광명시 서독로392,경기도 광명시 일직동 380-10 광명역D환승주차장,3143,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2022-10-20,3170000,서울특별시 금천구
㈜한울렌터카 서인천영업소,영업소,인천광역시 서구 북항로120번길 28-47,인천광역시 서구 원창동 390-1,37.50950823,126.6404152,인천광역시 서구 북항로120번길 28-47,인천광역시 서구 원창동 390-1,36,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2022-10-20,3170000,서울특별시 금천구
㈜오토핸즈마이렌터카,주사업장,"서울특별시 금천구 두산로 70, 현대지식산업센터 제2층 T동209호",서울특별시 금천구 독산동 291-1 현대지식산업센터 제2층 T동209호,37.46896278,126.8956207,서울특별시 금천구 범안로 1212,서울특별시 금천구 독산동 1007-13 e편한세상 독산 더타워,1677,366,362,4,0,0,,,,,,,,08:30,18:30,,,,,,,임대규,02-1566-3353,2022-10-20,3170000,서울특별시 금천구
㈜오토핸즈마이렌터카 동부영업소,영업소,"경기도 성남시 수정구 위례광장로 5, 위례우남역아이파크 지하1층 비114호",경기도 성남시 수정구 창곡동 560 위례우남역아이파크 지하1층 비114호,37.46503481,127.1416131,경기도 성남시 분당구 정자일로 227(정자동),경기도 성남시 분당구 정자동 12-1 백궁지엔느 주차장,26,2,2,0,0,0,,,,,,,,08:30,18:30,,,,,,,임대규,02-1566-3353,2022-10-20,3170000,서울특별시 금천구
㈜카일이삼제스퍼,주사업장,"서울특별시 금천구 서부샛길 606, 비동 2203호(가산동, 대성디폴리스지식산업센터)",서울특별시 금천구 가산동 543-1,37.4799535,126.8770082,"서울특별시 강서구 마곡동로10길 46, 지하6층",서울특별시 강서구 마곡동 777-5 마곡보타닉파크프라자 지하6층,156,26,24,2,0,0,,,,,,,,09:00,18:00,,,,,,,송윤화,02-3775-1967,2022-10-20,3170000,서울특별시 금천구
㈜카일이삼제스퍼 인천영업소,영업소,"인천광역시 계양구 용마루3길 2(용종동,지하)",인천광역시 계양구 용종동 222-7(지하),37.54268105,126.7434288,"서울특별시 강서구 마곡동로10길 46, 보타닉파크주차장 지하6층",서울특별시 강서구 마곡동 777-5 마곡보타닉파크프라자 지하6층,1906,478,476,2,0,0,,,,,,,,09:00,18:00,,,,,,,송윤화,02-3775-1967,2022-10-20,3170000,서울특별시 금천구
㈜카일이삼제스퍼 인천영업소,영업소,"인천광역시 계양구 용마루3길 2(용종동,지하)",인천광역시 계양구 용종동 222-7(지하),37.54268105,126.7434288,"인천광역시 남동구 성말로 16, 구월중앙주차장","인천광역시 남동구 구월동 1462 신한파크프라자, 구월중앙주차장",1950,486,479,7,0,0,,,,,,,,09:00,18:00,,,,,,,송윤화,02-3775-1967,2022-10-20,3170000,서울특별시 금천구
㈜카일이삼제스퍼 인천영업소,영업소,"인천광역시 계양구 용마루3길 2(용종동,지하)",인천광역시 계양구 용종동 222-7(지하),37.54268105,126.7434288,"인천광역시 남동구 성말로 16, 구월중앙주차장","인천광역시 남동구 구월동 1462 신한파크프라자, 구월중앙주차장",1000,266,266,0,0,0,,,,,,,,09:00,18:00,,,,,,,송윤화,02-3775-1967,2022-10-20,3170000,서울특별시 금천구
㈜카일이삼제스퍼 해운대영업소,영업소,"부산광역시 해운대구 해운대로 620, 상가 312호(우동, 해운대라뮤에뜨)","부산광역시 해운대구 우동 539-10 상가 312호(우동, 해운대라뮤에뜨)",35.16296335,129.1584534,"부산광역시 해운대구 해운대로 620, 상가 312호(우동, 해운대라뮤에뜨)",부산광역시 해운대구 좌동 1360,235,6,6,0,0,0,,,,,,,,09:00,18:00,,,,,,,송윤화,02-3775-1967,2022-10-20,3170000,서울특별시 금천구
㈜모빌리티네트웍스 중앙영업소,영업소,"서울특별시 성동구 동일로 143, 224호(성수동2가)",서울특별시 성동구 성수동2가 279-50 성수1차 대우아파트 224호,37.54542846,127.0653398,서울특별시 영등포구 당산로 205(당산동5가),"서울특별시 영등포구 당산동5가 9-4,9-9,9-22",832,28,28,0,0,0,,,,,,,,09:00,18:00,,,,,,,채희종,02-0000-0000,2022-10-20,3170000,서울특별시 금천구
㈜모빌리티네트웍스 성수영업소,영업소,"서울특별시 영등포구 국회대로 780(여의도동), LG에클라트 941호","서울특별시 영등포구 여의도동 14-21, LG에클라트 941호",37.52983092,126.9192657,서울특별시 성동구 성수일로 39-41(성수동1가),서울특별시 성동구 성수동1가 22-13,26,1,1,0,0,0,,,,,,,,09:00,18:00,,,,,,,채희종,02-0000-0000,2022-10-20,3170000,서울특별시 금천구
㈜모빌리티네트웍스 성수영업소,영업소,"서울특별시 영등포구 국회대로 780(여의도동), LG에클라트 941호","서울특별시 영등포구 여의도동 14-21, LG에클라트 941호",37.52983092,126.9192657,"서울특별시 광진구 동일로4길 1, (235-3, 235-5)","서울특별시 광진구 자양동 235-3, 235-5",260,15,15,0,0,0,,,,,,,,09:00,18:00,,,,,,,채희종,02-0000-0000,2022-10-20,3170000,서울특별시 금천구
㈜모빌리티네트웍스 일산영업소,영업소,"경기도 고양시 일산동구 무궁화로 32-23, 825호(장항동),","경기도 고양시 일산동구 장항동 776-2, 825호",37.66183124,126.7691108,경기도 고양시 일산서구 원일로74번길 10(일산동),경기도 고양시 일산서구 일산동 612-34,65,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,채희종,02-0000-0000,2022-10-20,3170000,서울특별시 금천구
